Enrollment_ID,Student_ID,Enrollment_Date,Course_Category,Amount_Paid,Payment_Mode,Completion_Rate_%,Total_Learning_Minutes,Certification_Earned,Is_Returning_Student
16938,774945,2021-11-16,Data Analytics,24782,Net Banking,42.04,549,0,0
16939,240926,2021-01-14,Data Analytics,9075,EMI,94.27,1920,1,0
16940,283148,2021-10-06,Marketing,17011,Debit Card,50.1,1459,0,0
16941,943382,2022-03-08,Finance,14598,Net Banking,72.41,1686,0,1
16942,772709,2022-10-30,Data Analytics,21771,UPI,62.78,2282,0,1
16943,851588,2022-09-26,Marketing,8566,Credit Card,91.04,1685,1,0
16944,776708,2021-09-20,Data Analytics,19432,Debit Card,97.77,316,1,0
16945,265368,2022-11-13,Programming,27057,Credit Card,43.73,2057,0,0
16946,594496,2022-06-06,Finance,17941,Credit Card,52.41,671,0,1
16947,119455,2021-06-21,Data Analytics,13259,Debit Card,90.96,1847,1,1
16948,834184,2021-12-24,Programming,15490,UPI,67.24,1667,0,1
16949,565139,2021-01-13,Marketing,7691,UPI,77.95,1562,1,1
16950,331897,2022-12-26,Programming,29537,UPI,62.27,1944,0,1
16951,532509,2022-11-04,Marketing,17959,Credit Card,72.06,762,0,0
16952,592646,2021-08-20,Data Analytics,24125,UPI,56.01,894,0,0
16953,712840,2022-04-21,Design,5657,EMI,75.4,2293,1,0
16954,932548,2022-04-16,Programming,28640,EMI,65.98,2261,0,0
16955,482605,2021-06-09,Design,11321,UPI,80.88,954,1,1
16956,664772,2022-10-01,Finance,11054,UPI,76.49,289,1,1
16957,443782,2022-07-14,Design,14702,Debit Card,48.02,2151,0,0
16958,758764,2021-09-18,Finance,21800,Debit Card,51.43,1695,0,0
16959,268332,2022-07-27,Data Analytics,17577,Net Banking,41.39,882,0,0
16960,200647,2022-09-26,Data Analytics,10614,Credit Card,61.49,1032,0,1
16961,689930,2022-08-25,Programming,23629,Credit Card,56.37,417,0,0
16962,836091,2021-12-25,Design,5771,Debit Card,44.94,1893,0,0
16963,932441,2021-09-12,Finance,9574,EMI,80.69,1472,1,1
16964,228824,2022-08-25,Finance,9196,Net Banking,82.96,1761,1,1
16965,873202,2022-05-30,Design,12933,Debit Card,79.74,1138,1,0
16966,916037,2021-10-07,Data Analytics,14357,Net Banking,53.98,1578,0,0
16967,735167,2021-04-27,Data Analytics,10082,Credit Card,77.7,2176,1,0
16968,745115,2022-09-02,Finance,17620,Credit Card,62.79,2149,0,1
16969,367724,2021-06-11,Programming,17963,Credit Card,40.62,237,0,0
16970,367544,2023-05-02,Data Analytics,24287,EMI,98.05,478,1,0
16971,795003,2023-06-06,Marketing,12363,Debit Card,83.07,658,1,1
16972,851545,2021-10-25,Finance,8163,Net Banking,54.32,1017,0,0
16973,982464,2021-10-24,Design,16829,Debit Card,58.56,1685,0,0
16974,227319,2022-08-17,Design,11941,Credit Card,93.89,723,1,1
16975,612193,2021-12-24,Finance,13408,Credit Card,55.3,485,0,1
16976,579389,2022-10-22,Finance,11882,Debit Card,45.54,2198,0,1
16977,206960,2022-06-02,Data Analytics,20623,UPI,90.47,1917,1,0
16978,139015,2022-01-13,Finance,12056,UPI,81.86,1901,1,1
16979,433857,2022-11-28,Finance,10693,Debit Card,72.56,1716,0,0
16980,828165,2022-03-02,Marketing,11676,Credit Card,73.26,1985,0,0
16981,245109,2023-02-03,Design,16542,Net Banking,81.27,1952,1,0
16982,577508,2022-06-21,Data Analytics,8772,UPI,94.65,2314,1,1
16983,886351,2022-07-07,Programming,9723,Debit Card,89.35,1994,1,1
16984,188754,2021-06-18,Data Analytics,21354,EMI,54.0,1438,0,1
16985,321775,2022-05-30,Design,14473,Debit Card,78.62,245,1,1
16986,405292,2021-12-30,Programming,13537,Credit Card,80.28,1425,1,0
16987,827513,2022-11-14,Finance,20607,Debit Card,89.3,1798,1,0
16988,776894,2022-03-06,Marketing,6610,UPI,94.66,1704,1,0
16989,846355,2022-07-23,Marketing,15923,UPI,43.52,638,0,0
16990,972510,2021-03-24,Design,10054,Debit Card,45.67,2494,0,1
16991,156879,2021-11-26,Design,14844,Net Banking,45.71,815,0,0
16992,219894,2022-11-22,Marketing,19987,Debit Card,81.53,1830,1,0
16993,690127,2021-05-13,Programming,16975,Net Banking,95.69,2375,1,1
16994,129756,2022-08-21,Programming,22709,UPI,74.93,901,0,0
16995,768043,2022-04-02,Data Analytics,19388,EMI,74.07,1814,0,0
16996,280557,2021-12-19,Finance,20808,Net Banking,90.39,1351,1,0
16997,329303,2023-02-22,Programming,17036,Debit Card,99.54,1043,1,1
16998,504241,2021-12-10,Finance,20088,Credit Card,96.51,251,1,1
16999,774075,2021-04-04,Design,12531,Credit Card,76.41,1548,1,1
17000,591599,2022-01-17,Programming,16314,Debit Card,99.85,1212,1,0
17001,595283,2023-05-18,Programming,16880,UPI,83.39,426,1,0
17002,717231,2023-02-01,Programming,11399,UPI,82.04,1460,1,0
17003,842476,2021-10-22,Data Analytics,14284,UPI,45.86,778,0,0
17004,248188,2021-07-17,Design,16488,Debit Card,57.82,986,0,1
17005,661032,2021-03-20,Marketing,6745,Credit Card,75.0,437,1,0
17006,224697,2022-11-09,Data Analytics,19512,EMI,81.86,2477,1,0
17007,580795,2022-07-05,Data Analytics,11155,Credit Card,52.1,1749,0,0
17008,740360,2023-03-31,Programming,28107,UPI,88.54,2312,1,0
17009,495340,2021-08-02,Data Analytics,23958,Debit Card,92.54,465,1,0
17010,336028,2022-10-05,Marketing,16192,Debit Card,91.1,2104,1,0
17011,793411,2022-10-31,Data Analytics,14025,EMI,72.25,558,0,1
17012,107176,2023-06-13,Data Analytics,14061,Credit Card,60.39,1881,0,0
17013,977742,2021-06-08,Programming,13240,UPI,90.52,663,1,0
17014,876653,2023-04-14,Design,8522,EMI,84.52,1845,1,0
17015,558034,2023-01-09,Marketing,16560,UPI,42.27,2007,0,1
17016,613611,2022-07-11,Programming,10171,Credit Card,70.07,671,0,1
17017,249748,2021-07-20,Data Analytics,19151,EMI,89.38,2439,1,0
17018,145177,2021-01-22,Marketing,12029,UPI,74.15,2076,0,0
17019,583512,2021-12-05,Finance,16856,Net Banking,56.09,1282,0,1
17020,210623,2021-08-30,Data Analytics,10722,Debit Card,40.99,2488,0,0
17021,625285,2023-01-11,Design,12633,Credit Card,53.6,2080,0,0
17022,552546,2021-08-26,Data Analytics,16874,Debit Card,76.71,645,1,0
17023,596184,2021-05-29,Design,17100,UPI,55.18,459,0,1
17024,744467,2023-02-24,Finance,14242,EMI,40.68,1486,0,0
17025,347439,2022-08-02,Programming,26893,UPI,44.2,619,0,0
17026,744691,2021-01-07,Programming,16935,Net Banking,62.79,1254,0,1
17027,195287,2021-08-21,Programming,11263,Net Banking,67.89,853,0,0
17028,219574,2023-05-19,Marketing,12886,Credit Card,85.54,1387,1,0
17029,880751,2023-03-15,Design,7284,Debit Card,72.49,647,0,1
17030,221509,2023-02-07,Data Analytics,18335,UPI,86.73,946,1,0
17031,447591,2022-08-02,Marketing,8959,Net Banking,48.99,403,0,1
17032,995954,2023-02-01,Marketing,15848,EMI,61.02,907,0,1
17033,549181,2021-03-18,Data Analytics,11266,UPI,71.05,997,0,1
17034,443288,2022-05-04,Finance,16465,Credit Card,40.94,868,0,0
17035,872793,2021-03-28,Programming,28902,EMI,97.65,1857,1,0
17036,292589,2023-02-03,Finance,13215,Debit Card,95.36,865,1,0
17037,979125,2021-08-10,Finance,9015,Credit Card,79.85,669,1,0
17038,456459,2022-02-17,Programming,18109,Debit Card,52.81,1032,0,0
17039,588720,2022-08-07,Finance,16143,Debit Card,48.27,808,0,0
17040,913819,2021-07-21,Marketing,13663,Net Banking,93.29,1706,1,0
17041,104090,2022-07-25,Data Analytics,16346,Debit Card,57.27,1633,0,0
17042,518161,2021-10-03,Marketing,18607,EMI,62.59,1064,0,1
17043,926671,2021-08-09,Marketing,14492,EMI,63.74,290,0,1
17044,103743,2021-06-06,Design,13386,EMI,52.79,1137,0,0
17045,130924,2021-06-30,Programming,24586,UPI,83.47,2006,1,1
17046,241268,2022-12-26,Programming,16564,Net Banking,74.5,911,0,0
17047,978247,2021-05-09,Marketing,12352,Net Banking,93.32,2249,1,0
17048,729600,2021-08-31,Programming,26821,EMI,53.17,293,0,0
17049,431004,2021-06-21,Design,13924,UPI,60.37,1139,0,1
17050,840537,2022-05-18,Data Analytics,21133,Debit Card,69.68,546,0,1
17051,848378,2022-04-25,Finance,10044,Debit Card,68.34,930,0,0
17052,329602,2023-05-27,Programming,10451,Debit Card,98.9,784,1,0
17053,442543,2021-09-27,Marketing,13087,Net Banking,75.77,1341,1,1
17054,935227,2022-02-25,Programming,10288,Debit Card,64.62,2468,0,0
17055,937985,2021-06-12,Marketing,9247,UPI,57.11,967,0,0
17056,608928,2021-01-24,Finance,8375,UPI,74.64,346,0,0
17057,203976,2022-05-12,Programming,13279,Debit Card,72.8,1845,0,0
17058,255183,2021-07-12,Finance,14491,Net Banking,70.48,448,0,0
17059,737854,2023-05-28,Marketing,9973,Credit Card,96.63,1018,1,0
17060,357443,2022-01-25,Design,9594,EMI,70.25,1611,0,1
17061,744256,2022-05-12,Design,16456,Debit Card,53.68,1748,0,1
17062,161600,2023-03-17,Data Analytics,23192,Debit Card,49.36,646,0,1
17063,674310,2021-05-09,Marketing,6999,EMI,94.58,2305,1,0
17064,758559,2022-07-07,Marketing,12338,Credit Card,99.87,2258,1,0
17065,937329,2022-06-27,Marketing,8042,Debit Card,75.54,2007,1,0
17066,924470,2021-02-05,Design,6044,Debit Card,83.63,226,1,0
17067,223323,2022-04-02,Design,16597,Credit Card,65.23,823,0,1
17068,286110,2021-12-27,Design,9893,EMI,91.71,218,1,1
17069,744566,2023-02-04,Programming,18270,UPI,60.8,1633,0,1
17070,997486,2023-05-27,Programming,22313,Debit Card,41.15,1967,0,1
17071,370041,2021-08-03,Design,9399,Debit Card,42.29,2282,0,0
17072,688829,2021-10-14,Finance,16749,Net Banking,89.54,266,1,1
17073,206968,2023-02-07,Programming,14260,Credit Card,65.25,284,0,0
17074,639180,2022-01-04,Programming,11136,Debit Card,98.06,395,1,1
17075,124815,2022-04-14,Programming,11927,Net Banking,65.06,255,0,0
17076,932044,2023-06-18,Programming,10834,UPI,96.76,1354,1,1
17077,526573,2021-07-05,Data Analytics,15754,Credit Card,68.23,309,0,1
17078,568304,2022-04-19,Programming,23921,UPI,83.3,1964,1,0
17079,902699,2021-03-02,Finance,11400,Net Banking,57.59,913,0,0
17080,904700,2021-09-19,Data Analytics,21476,EMI,72.93,611,0,1
17081,738751,2023-02-27,Programming,16384,Credit Card,59.53,868,0,1
17082,564151,2021-04-21,Marketing,19675,EMI,80.62,1965,1,1
17083,981779,2023-04-09,Data Analytics,24162,Net Banking,53.67,1507,0,1
17084,290732,2021-05-21,Programming,13379,Credit Card,61.47,2437,0,1
17085,296599,2023-01-15,Finance,17235,Debit Card,78.04,2106,1,1
17086,294451,2022-06-19,Design,12529,Net Banking,58.22,723,0,0
17087,456686,2021-03-20,Programming,12954,Net Banking,56.75,381,0,0
17088,796631,2022-05-09,Marketing,15660,UPI,62.82,566,0,1
17089,428756,2021-01-31,Finance,8962,EMI,77.3,1797,1,0
17090,238307,2022-05-31,Data Analytics,11567,Credit Card,59.99,777,0,0
17091,188757,2022-05-24,Finance,21523,Credit Card,66.07,1083,0,0
17092,509633,2022-09-22,Programming,28278,Debit Card,41.26,2174,0,1
17093,984507,2021-03-07,Marketing,18127,Credit Card,82.0,1123,1,0
17094,396753,2022-05-25,Finance,10010,Debit Card,88.71,2266,1,1
17095,989217,2022-01-06,Finance,10863,Credit Card,89.63,358,1,1
17096,354200,2021-10-14,Design,16647,UPI,72.97,977,0,0
17097,647933,2021-06-25,Design,12325,Net Banking,65.5,2120,0,0
17098,556089,2021-05-03,Programming,26128,Credit Card,51.16,311,0,1
17099,819918,2021-08-19,Data Analytics,8556,Net Banking,79.36,759,1,0
17100,424377,2022-07-09,Data Analytics,23334,EMI,74.6,1939,0,0
17101,473587,2021-01-04,Marketing,10725,Net Banking,65.79,2279,0,1
17102,254473,2022-12-03,Programming,10851,EMI,76.88,1922,1,0
17103,894203,2023-03-27,Data Analytics,18611,Credit Card,97.26,2183,1,0
17104,567667,2022-02-16,Finance,9356,UPI,48.15,2277,0,1
17105,572650,2021-09-07,Programming,29248,UPI,97.88,753,1,0
17106,560665,2022-10-18,Finance,11197,Net Banking,74.21,1784,0,1
17107,464745,2022-05-02,Marketing,12275,UPI,89.92,2317,1,0
17108,585820,2021-12-11,Programming,27267,EMI,99.62,1957,1,0
17109,495158,2023-06-13,Marketing,10297,UPI,95.71,2090,1,1
17110,775748,2021-11-29,Design,12454,UPI,63.95,774,0,0
17111,707539,2022-03-29,Marketing,9843,UPI,67.47,252,0,0
17112,681330,2021-06-07,Design,11437,Debit Card,76.35,1863,1,1
17113,940172,2022-07-31,Programming,17209,Debit Card,78.28,1767,1,1
17114,296945,2023-04-17,Finance,20159,Net Banking,53.69,1072,0,0
17115,671312,2021-09-27,Finance,7671,Credit Card,96.87,1356,1,0
17116,778810,2022-08-10,Finance,21303,Credit Card,89.68,1311,1,0
17117,681253,2022-02-22,Marketing,12092,EMI,47.82,524,0,1
17118,372201,2022-03-16,Programming,18330,EMI,99.48,516,1,0
17119,848609,2021-01-29,Programming,9160,Net Banking,99.76,601,1,0
17120,895415,2021-12-01,Design,16553,Debit Card,61.26,1536,0,0
17121,492613,2021-08-26,Programming,25178,UPI,90.9,1702,1,0
17122,644283,2021-06-02,Finance,11414,Debit Card,55.64,874,0,0
17123,214587,2022-08-29,Programming,29941,Debit Card,49.61,1314,0,0
17124,333076,2023-01-19,Design,6582,Net Banking,91.27,2275,1,0
17125,846988,2023-04-14,Programming,19177,Debit Card,73.67,585,0,1
17126,570897,2021-04-25,Programming,28340,Credit Card,43.69,462,0,0
17127,138886,2023-03-19,Finance,13195,Debit Card,89.96,1499,1,1
17128,451169,2023-01-01,Programming,25220,Credit Card,63.01,1464,0,0
17129,589788,2023-01-28,Marketing,14243,EMI,50.13,2057,0,1
17130,195149,2022-02-03,Design,12338,EMI,71.63,337,0,0
17131,718308,2021-02-01,Design,15857,Net Banking,68.21,2004,0,1
17132,626961,2022-06-16,Design,9705,UPI,88.21,2255,1,0
17133,963945,2021-02-22,Programming,24804,Debit Card,68.73,2420,0,0
17134,123466,2022-12-19,Marketing,7744,UPI,79.85,1372,1,1
17135,337626,2023-01-01,Design,11274,Credit Card,61.24,2366,0,0
17136,978977,2021-07-14,Data Analytics,24093,UPI,46.57,1485,0,1
17137,609966,2021-11-01,Finance,16155,Debit Card,42.61,2291,0,0
17138,674694,2022-12-08,Data Analytics,19902,UPI,59.24,786,0,0
17139,496904,2021-12-11,Data Analytics,16117,UPI,80.11,539,1,0
17140,693572,2021-03-23,Design,9932,UPI,40.64,238,0,0
17141,860006,2021-01-01,Data Analytics,9149,Net Banking,54.94,1315,0,0
17142,637953,2021-06-16,Data Analytics,10559,UPI,49.09,1774,0,0
17143,644929,2021-11-13,Marketing,16369,Debit Card,67.74,2132,0,1
17144,525716,2021-07-02,Finance,17947,Debit Card,84.78,964,1,0
17145,660085,2023-06-17,Programming,10067,UPI,73.16,821,0,1
17146,840126,2023-05-12,Design,6829,Net Banking,76.5,1773,1,0
17147,408094,2021-09-30,Design,9283,Credit Card,96.77,2347,1,1
17148,726627,2022-10-31,Data Analytics,20531,UPI,67.44,383,0,0
17149,737719,2022-01-08,Programming,9922,Net Banking,88.84,1195,1,0
17150,332275,2021-12-28,Programming,23205,EMI,60.63,2325,0,0
17151,502854,2023-06-19,Programming,26934,Debit Card,77.22,355,1,1
17152,907605,2021-07-20,Design,7982,EMI,86.1,596,1,0
17153,768582,2021-07-11,Design,7044,Debit Card,89.63,2327,1,0
17154,281136,2021-12-07,Marketing,17173,Credit Card,53.32,329,0,1
17155,268082,2021-10-26,Design,10813,Net Banking,55.3,1497,0,0
17156,353301,2022-05-21,Design,17606,Credit Card,62.62,573,0,0
17157,642383,2022-08-11,Marketing,13097,EMI,55.01,2356,0,1
17158,223554,2021-05-20,Design,6597,Net Banking,72.4,1014,0,0
17159,494655,2021-11-02,Data Analytics,10321,EMI,88.42,1566,1,0
17160,859277,2021-07-15,Data Analytics,23260,UPI,49.21,352,0,0
17161,578766,2021-03-02,Marketing,16213,EMI,64.44,1354,0,1
17162,713311,2021-12-26,Marketing,7317,Credit Card,83.6,612,1,0
17163,731469,2021-11-03,Data Analytics,9069,Credit Card,82.22,570,1,0
17164,322310,2022-04-25,Programming,9497,UPI,54.33,1213,0,1
17165,907032,2021-11-29,Design,5104,Net Banking,79.62,1375,1,0
17166,888898,2023-05-16,Finance,10753,EMI,98.0,1725,1,0
17167,880637,2021-03-24,Finance,12042,EMI,77.58,1748,1,0
17168,599344,2021-11-30,Marketing,10035,EMI,59.63,1621,0,0
17169,800457,2022-06-01,Finance,12204,Net Banking,70.9,1761,0,0
17170,996366,2023-01-01,Programming,27231,Credit Card,60.28,2430,0,1
17171,677564,2023-02-05,Finance,18340,UPI,71.91,2115,0,0
17172,543333,2022-04-19,Data Analytics,14434,Net Banking,90.45,2241,1,1
17173,540187,2022-01-29,Marketing,12482,UPI,48.03,1870,0,0
17174,369072,2022-08-23,Finance,17252,Debit Card,64.78,763,0,0
17175,941741,2022-12-22,Design,9629,UPI,78.04,1444,1,1
17176,305719,2022-11-23,Marketing,10647,Debit Card,67.9,517,0,0
17177,796248,2022-12-21,Programming,16540,UPI,86.89,1202,1,0
17178,850385,2023-02-24,Data Analytics,24510,Debit Card,49.68,1408,0,1
17179,799192,2022-07-31,Finance,8757,EMI,92.48,359,1,0
17180,216196,2022-01-15,Data Analytics,21300,Net Banking,98.7,2202,1,1
17181,109404,2021-01-21,Programming,22258,EMI,61.59,1533,0,1
17182,526855,2023-05-29,Finance,9269,Credit Card,46.83,2233,0,0
17183,833478,2021-06-26,Marketing,7614,Net Banking,99.26,2416,1,1
17184,553814,2021-12-29,Marketing,16636,EMI,61.05,1261,0,0
17185,737475,2021-01-22,Design,5098,UPI,69.53,2446,0,1
17186,996881,2023-04-17,Programming,10506,Net Banking,54.56,780,0,1
17187,651972,2022-07-02,Finance,10475,UPI,43.33,1777,0,0
17188,692879,2021-09-07,Data Analytics,11257,EMI,47.53,1045,0,0
17189,481965,2022-10-23,Data Analytics,20566,Net Banking,54.27,1297,0,1
17190,833082,2021-03-14,Finance,21116,EMI,99.27,1911,1,1
17191,364826,2021-04-01,Programming,25759,Credit Card,87.78,2287,1,1
17192,211186,2021-06-25,Programming,28858,EMI,65.23,2257,0,1
17193,867469,2021-05-06,Data Analytics,8235,Credit Card,59.16,339,0,0
17194,646120,2021-07-23,Finance,11753,EMI,48.62,1220,0,0
17195,641285,2021-09-03,Finance,11163,Net Banking,69.1,482,0,1
17196,396784,2022-09-03,Data Analytics,15111,UPI,94.43,977,1,0
17197,570098,2021-09-28,Finance,15157,Net Banking,99.6,2233,1,1
17198,140491,2021-02-13,Finance,16391,EMI,94.11,929,1,1
17199,163043,2023-01-04,Marketing,13699,EMI,43.94,354,0,1
17200,998607,2022-09-01,Marketing,12727,EMI,49.48,775,0,0
17201,228568,2022-07-02,Design,13808,Debit Card,48.5,2462,0,1
17202,476394,2021-06-17,Design,15145,Credit Card,49.69,1799,0,0
17203,697013,2022-03-11,Programming,18009,UPI,47.46,2365,0,0
17204,228131,2021-01-30,Marketing,6052,Credit Card,45.78,776,0,1
17205,145520,2023-03-05,Marketing,17221,EMI,61.02,329,0,1
17206,425063,2022-08-20,Marketing,19640,EMI,49.48,1824,0,0
17207,734157,2021-12-23,Marketing,11386,Credit Card,48.68,830,0,1
17208,688730,2022-05-06,Programming,22003,Credit Card,71.47,1263,0,0
17209,885313,2022-09-25,Data Analytics,20679,Credit Card,52.19,2259,0,1
17210,252842,2023-03-10,Programming,28487,Debit Card,40.37,339,0,1
17211,467390,2021-09-05,Data Analytics,8190,Credit Card,81.77,1294,1,0
17212,802858,2022-11-27,Design,14910,EMI,59.71,1069,0,0
17213,471831,2021-09-10,Marketing,13354,UPI,84.22,1517,1,0
17214,622485,2023-02-24,Data Analytics,11472,Net Banking,93.58,2455,1,0
17215,747735,2022-12-22,Programming,14273,Credit Card,95.52,1496,1,0
17216,685765,2023-05-16,Data Analytics,10585,Credit Card,50.66,1053,0,0
17217,624532,2022-01-17,Finance,17517,Credit Card,80.36,1964,1,0
17218,965885,2022-06-20,Design,5450,UPI,44.5,1396,0,1
17219,550953,2022-09-26,Design,9429,Credit Card,67.79,1070,0,0
17220,277561,2023-01-07,Marketing,14956,Credit Card,65.6,1774,0,1
17221,957735,2023-06-19,Marketing,19822,Credit Card,52.19,2330,0,1
17222,390534,2023-06-17,Programming,19745,UPI,86.5,1333,1,1
17223,634535,2022-02-23,Data Analytics,8481,Net Banking,94.8,1901,1,0
17224,300123,2021-05-03,Finance,9407,EMI,55.49,541,0,0
17225,815079,2021-10-21,Design,9648,UPI,54.96,1776,0,1
17226,527894,2022-11-16,Data Analytics,24459,Credit Card,51.74,2413,0,0
17227,581018,2021-05-23,Finance,19960,Debit Card,81.22,695,1,0
17228,307358,2023-06-18,Data Analytics,18527,UPI,43.38,938,0,1
17229,916015,2022-05-26,Marketing,19460,Credit Card,43.83,2342,0,1
17230,616456,2022-11-12,Design,6460,Credit Card,50.44,2220,0,0
17231,239148,2021-02-26,Finance,14871,EMI,72.75,2115,0,1
17232,246123,2021-02-11,Marketing,13501,UPI,55.16,1542,0,0
17233,497530,2023-04-01,Programming,22377,UPI,99.24,1636,1,0
17234,652958,2022-09-23,Programming,20440,EMI,63.71,1346,0,0
17235,593973,2021-05-01,Marketing,19638,Debit Card,68.21,1881,0,0
17236,110236,2023-04-04,Finance,8998,Debit Card,43.92,1581,0,0
17237,135568,2023-02-02,Finance,9590,Net Banking,82.33,1404,1,0
17238,731615,2021-12-09,Design,15075,Net Banking,87.32,749,1,1
17239,355745,2021-11-28,Marketing,11032,EMI,60.05,685,0,0
17240,472332,2022-04-01,Programming,24303,UPI,83.56,1715,1,0
17241,585119,2022-03-13,Marketing,14390,Credit Card,53.66,1084,0,1
17242,378496,2021-12-07,Data Analytics,18659,Debit Card,87.88,1445,1,1
17243,750009,2021-12-07,Finance,8097,UPI,72.53,213,0,1
17244,359291,2022-02-20,Data Analytics,11494,Net Banking,63.83,1361,0,0
17245,538866,2023-04-29,Programming,29349,Debit Card,83.21,2176,1,1
17246,503562,2021-07-01,Finance,9141,Credit Card,76.87,1253,1,0
17247,780516,2022-11-08,Programming,15503,Net Banking,71.94,1649,0,1
17248,155904,2021-09-21,Programming,17488,Credit Card,52.66,2305,0,0
17249,378252,2021-07-29,Programming,11772,Net Banking,90.97,1498,1,1
17250,622247,2022-06-07,Design,17037,Credit Card,65.91,1242,0,1
17251,889285,2021-07-01,Programming,9317,Debit Card,66.73,2031,0,0
17252,446300,2022-03-20,Programming,25655,EMI,52.07,1979,0,1
17253,366320,2021-09-08,Data Analytics,22543,Credit Card,95.88,872,1,0
17254,724747,2021-05-18,Data Analytics,15021,Debit Card,73.28,2047,0,0
17255,519136,2021-08-06,Data Analytics,18642,UPI,67.77,2494,0,1
17256,285922,2023-01-21,Finance,14250,UPI,98.64,412,1,0
17257,237901,2022-03-30,Design,8311,Net Banking,61.96,614,0,1
17258,223225,2023-06-02,Finance,16850,EMI,41.9,635,0,0
17259,593406,2023-04-29,Design,13634,Net Banking,53.76,2197,0,0
17260,860135,2021-03-28,Design,13800,Credit Card,84.79,1671,1,1
17261,321738,2023-03-21,Marketing,7092,EMI,49.37,1083,0,0
17262,735181,2021-10-20,Marketing,9784,Credit Card,49.35,1894,0,0
17263,960359,2021-04-02,Marketing,12612,Debit Card,67.34,800,0,1
17264,578076,2021-07-27,Design,7857,EMI,67.17,1420,0,1
17265,342726,2021-07-23,Design,6944,UPI,67.59,864,0,1
17266,402811,2021-07-05,Finance,9871,Debit Card,53.16,2342,0,0
17267,821202,2021-03-26,Design,14134,Debit Card,50.11,1558,0,1
17268,529059,2023-04-07,Programming,22652,Credit Card,86.14,1838,1,1
17269,806168,2022-10-26,Programming,15604,Net Banking,76.23,1712,1,1
17270,523759,2021-06-05,Design,14649,Credit Card,59.27,1811,0,0
17271,565996,2021-10-20,Programming,24817,Debit Card,51.83,1685,0,1
17272,106611,2022-06-17,Design,12639,EMI,92.66,1541,1,0
17273,450386,2021-06-10,Marketing,8138,UPI,48.19,673,0,0
17274,971044,2022-01-21,Design,13480,Debit Card,75.03,718,1,0
17275,933334,2022-04-30,Marketing,12937,Net Banking,76.61,353,1,1
17276,871812,2022-05-18,Data Analytics,14115,Net Banking,91.41,1789,1,0
17277,395187,2023-05-01,Programming,12344,EMI,43.41,750,0,0
17278,236343,2021-06-05,Data Analytics,15681,Net Banking,58.46,1748,0,0
17279,959299,2021-05-23,Programming,13686,EMI,97.96,1715,1,0
17280,439233,2023-02-08,Data Analytics,14699,Net Banking,74.13,1033,0,0
17281,945177,2022-09-11,Design,7630,Credit Card,65.06,1554,0,1
17282,590092,2021-10-11,Data Analytics,20835,UPI,59.01,1088,0,1
17283,290191,2022-07-16,Programming,21845,UPI,48.95,1822,0,0
17284,766933,2021-02-04,Finance,14914,Debit Card,51.23,1026,0,0
17285,776769,2021-08-12,Programming,25607,Debit Card,86.76,1040,1,1
17286,972402,2022-10-30,Finance,18842,Credit Card,54.66,1471,0,1
17287,386608,2022-01-28,Design,16010,Credit Card,53.19,1824,0,1
17288,349220,2022-02-12,Programming,10521,UPI,59.15,1781,0,0
17289,536056,2022-12-04,Data Analytics,14048,Debit Card,85.38,1554,1,1
17290,742811,2022-01-23,Design,16820,Debit Card,65.22,251,0,1
17291,644950,2022-11-27,Programming,14144,UPI,41.71,756,0,0
17292,904660,2023-01-19,Design,9772,EMI,70.78,326,0,1
17293,685009,2021-10-24,Finance,13307,Credit Card,56.69,443,0,0
17294,762746,2021-11-19,Design,17050,Debit Card,67.49,423,0,1
17295,893294,2023-03-27,Data Analytics,18284,UPI,93.0,792,1,1
17296,664396,2023-05-04,Programming,21655,Credit Card,51.81,1276,0,0
17297,191788,2022-05-03,Finance,20522,UPI,60.31,1978,0,1
17298,568239,2022-07-24,Design,5736,EMI,96.71,1890,1,1
17299,344437,2021-02-08,Marketing,14337,Net Banking,86.4,1735,1,1
17300,861299,2022-05-20,Finance,20210,Debit Card,56.46,2277,0,1
17301,966572,2022-05-18,Finance,17589,Credit Card,46.38,400,0,0
17302,782561,2023-01-23,Data Analytics,23283,UPI,96.04,393,1,0
17303,955010,2022-06-21,Data Analytics,9033,UPI,48.72,480,0,0
17304,149966,2021-11-12,Design,11663,Credit Card,61.88,2141,0,0
17305,285846,2022-05-11,Marketing,19345,Debit Card,59.91,902,0,0
17306,372530,2021-04-27,Finance,9281,Debit Card,46.96,931,0,0
17307,701516,2021-12-08,Design,12348,UPI,46.05,1207,0,0
17308,246297,2023-06-01,Marketing,12033,Debit Card,56.94,762,0,0
17309,509909,2021-08-28,Design,9619,Net Banking,62.09,2093,0,0
17310,434341,2022-11-18,Finance,16919,EMI,98.13,486,1,0
17311,143021,2022-03-21,Design,16192,EMI,72.18,2003,0,0
17312,481059,2023-05-02,Data Analytics,22175,Net Banking,94.55,987,1,1
17313,249333,2023-01-10,Data Analytics,16577,Debit Card,47.71,504,0,1
17314,520594,2022-05-02,Programming,19512,UPI,54.31,2324,0,0
17315,876934,2023-02-04,Marketing,18211,Debit Card,49.77,2357,0,1
17316,186755,2022-02-15,Finance,11939,Credit Card,62.5,2108,0,1
17317,166330,2023-06-11,Marketing,16566,Credit Card,95.05,546,1,0
17318,802726,2022-09-15,Data Analytics,8513,Debit Card,57.64,273,0,1
